User_ID,Product_ID,User_Rating
93,142,2.97
93,310,3.6
93,247,3.9
93,258,3.04
94,157,3.62
94,433,4.71
94,386,3.31
94,75,2.55
94,459,4.47
95,490,3.88
95,596,3.68
95,410,2.38
95,547,3.51
95,518,3.79
96,428,2.84
96,556,3.7
96,37,4.39
96,368,3.62
96,549,3.87
97,87,4.07
97,111,2.69
97,254,4.21
97,363,5.0
97,170,2.88
98,45,3.58
98,576,3.57
98,409,3.91
98,339,3.54
98,440,2.31
99,108,2.07
99,10,3.55
99,100,2.63
99,264,3.84
99,227,2.5
100,522,4.72
100,531,3.92
100,571,3.44
100,594,2.57
100,589,5.0
101,226,3.64
101,456,4.21
101,383,4.09
101,400,3.6
101,474,3.96
102,512,4.18
102,154,3.29
102,353,3.28
102,25,4.24
102,494,3.29
103,107,3.37
103,302,3.68
103,425,4.46
103,87,3.17
103,118,4.92
104,145,3.23
104,356,2.2
104,319,3.19
104,351,3.12
104,466,3.28
105,211,4.05
105,533,4.76
105,494,3.29
105,356,3.73
105,487,3.43
106,99,4.14
106,448,3.78
106,463,4.16
106,326,4.35
106,68,4.78
107,307,2.55
107,45,2.94
107,117,4.11
107,23,3.53
107,351,2.07
108,111,3.53
108,168,4.47
108,249,1.72
108,528,1.83
108,178,3.3
109,565,3.9
109,163,3.39
109,338,3.67
109,573,5.0
109,436,4.24
110,473,2.06
110,237,2.88
110,414,3.04
110,188,2.17
110,190,3.54
111,442,4.39
111,405,3.5
111,29,3.85
111,202,4.18
111,460,3.32
112,439,3.34
112,398,3.15
112,4,3.69
112,219,4.04
112,210,2.95
113,285,3.16
113,64,4.21
113,591,3.85
113,104,3.61
113,549,3.8
114,191,3.86
114,374,3.21
114,333,3.73
114,201,4.07
114,468,3.68
115,116,3.19
115,268,3.2
115,501,3.93
115,540,3.07
115,320,3.72
116,397,3.24
116,401,3.41
116,116,4.15
116,356,4.19
116,360,4.32
117,468,3.76
117,176,3.44
117,304,3.75
117,86,4.37
117,137,3.26
118,320,4.27
118,120,4.45
118,244,5.0
118,312,4.53
118,119,4.03
119,187,1.49
119,382,4.13
119,144,2.67
119,523,3.49
119,397,3.61
120,428,3.78
120,141,4.14
120,588,2.85
120,392,4.67
120,433,4.92
121,190,3.96
121,498,3.87
121,550,3.35
121,177,4.47
121,568,2.47
122,170,3.39
122,501,2.72
122,295,3.49
122,143,2.72
122,191,3.0
123,322,3.09
123,461,2.61
123,54,4.61
123,367,4.03
123,9,3.46
124,496,3.65
124,139,2.2
124,199,3.54
124,393,3.85
124,575,2.92
125,517,3.94
125,506,2.79
125,418,2.72
125,503,4.78
125,425,1.77
126,454,4.15
126,500,3.87
126,171,4.95
126,84,3.5
126,578,4.52
127,31,2.95
127,225,3.46
127,299,3.08
127,33,3.11
127,281,3.12
128,230,5.0
128,550,3.71
128,295,4.14
128,172,4.72
128,468,3.71
129,579,4.72
129,507,4.39
129,562,3.12
129,523,4.74
129,115,4.31
130,586,2.32
130,116,2.92
130,274,2.68
130,556,2.52
130,375,2.07
131,555,3.51
131,42,4.51
131,451,3.66
131,559,4.32
131,223,3.78
132,435,3.2
132,104,3.58
132,253,2.95
132,304,2.86
132,33,2.78
133,460,4.32
133,269,4.65
133,356,4.29
133,89,3.73
133,449,4.7
134,120,3.73
134,242,3.28
134,214,3.67
134,359,5.0
134,438,2.41
135,169,3.93
135,142,3.45
135,211,4.39
135,60,4.34
135,583,5.0
136,359,2.82
136,545,4.68
136,287,2.69
136,551,4.61
136,172,3.7
137,331,2.36
137,299,3.61
137,296,2.11
137,586,2.85
137,273,3.72
138,526,4.41
138,97,3.63
138,138,3.03
138,421,4.4
138,60,2.45
139,283,2.46
139,129,2.8
139,135,4.03
139,255,3.33
139,149,4.24
140,329,3.69
140,253,3.94
140,402,2.83
140,501,2.33
140,145,2.16
141,591,3.67
141,275,3.2
141,424,3.71
141,384,3.61
141,462,2.8
142,77,5.0
142,95,4.42
142,412,2.74
142,527,4.62
142,284,3.53
143,377,3.87
143,465,4.35
143,499,4.08
143,335,3.76
143,595,3.03
144,2,3.3
144,95,4.1
144,469,2.95
144,366,3.09
144,64,3.89
145,547,3.44
145,407,3.13
145,223,2.48
145,439,2.81
145,216,3.09
146,506,3.99
146,274,2.09
146,330,4.6
146,290,3.89
146,345,2.85
147,560,3.17
147,591,3.42
147,133,5.0
147,579,3.77
147,496,3.58
148,351,2.85
148,49,3.65
148,47,2.96
148,101,3.02
148,470,3.59
149,16,3.82
149,127,4.1
149,161,3.61
149,451,4.36
149,467,3.63
150,0,2.99
150,438,3.92
150,207,3.89
150,135,4.57
150,309,2.76
151,162,4.82
151,280,4.23
151,95,2.82
151,369,1.94
151,256,2.59
152,84,3.31
152,380,4.47
152,169,5.0
152,53,4.0
152,405,4.23
153,312,4.99
153,239,4.22
153,439,4.31
153,93,4.08
153,97,3.23
154,1,2.89
154,218,4.52
154,488,3.58
154,79,4.23
154,135,3.26
155,231,2.32
155,531,2.14
155,455,3.51
155,9,3.48
155,8,3.59
156,351,3.37
156,123,4.77
156,432,4.41
156,135,4.18
156,489,3.79
157,72,2.94
157,234,4.47
157,392,3.78
157,91,4.92
157,104,2.87
158,105,3.72
158,320,2.73
158,376,3.59
158,306,3.81
158,140,4.6
159,391,2.95
159,136,3.49
159,146,3.56
159,70,1.77
159,543,2.56
160,576,3.69
160,8,2.93
160,168,3.2
160,450,3.8
160,359,3.45
161,218,3.27
161,155,2.49
161,421,4.14
161,453,4.06
161,222,3.69
162,88,2.64
162,102,3.85
162,143,2.67
162,126,3.41
162,393,4.76
163,359,1.97
163,439,3.24
163,322,2.48
163,143,3.52
163,253,3.33
164,283,3.08
164,86,3.67
164,254,2.87
164,566,3.31
164,291,2.6
165,27,3.45
165,308,2.93
165,210,3.01
165,530,2.96
165,521,3.5
166,193,3.49
166,401,5.0
166,302,3.77
166,55,3.68
166,245,3.56
167,506,4.18
167,395,3.53
167,115,4.23
167,246,3.48
167,511,3.18
168,72,2.6
168,540,3.37
168,12,3.88
168,369,2.39
168,324,3.71
169,135,4.0
169,396,3.57
169,582,3.16
169,430,1.55
169,374,3.75
170,559,3.21
170,176,3.26
170,482,3.66
170,74,3.46
170,17,3.39
171,69,2.98
171,14,2.71
171,268,2.85
171,220,3.04
171,40,2.5
172,61,4.01
172,407,3.94
172,518,4.15
172,293,3.12
172,513,2.95
173,425,2.63
173,433,3.87
173,411,4.83
173,84,2.91
173,549,4.69
174,550,3.5
174,156,4.35
174,284,3.15
174,85,2.76
174,317,5.0
175,80,2.79
175,523,4.85
175,208,4.28
175,159,3.47
175,549,3.83
176,334,3.62
176,400,3.92
176,67,3.0
176,317,2.55
176,447,3.82
177,244,3.67
177,59,4.26
177,250,2.3
177,88,3.41
177,444,3.31
178,118,4.06
178,464,4.01
178,56,3.35
178,316,4.42
178,179,3.92
179,122,3.2
179,12,3.65
179,140,3.71
179,11,2.93
179,167,3.26
180,508,4.21
180,355,3.04
180,535,4.29
180,529,3.4
180,265,4.02
181,170,2.89
181,380,4.28
181,129,3.3
181,275,3.16
181,120,4.31
182,30,3.93
182,343,4.01
182,439,3.98
182,278,3.02
182,536,3.69
183,65,3.47
183,269,3.03
183,590,1.9
183,78,3.41
183,508,3.53
184,466,4.13
184,523,3.59
184,368,2.66
184,56,3.54
184,511,4.48
185,580,3.03
185,170,3.66
185,376,2.75
185,161,3.92
185,261,3.18
186,105,4.11
186,587,3.56
186,118,3.52
186,233,3.8
186,521,4.23
187,2,4.12
187,45,2.34
187,12,3.51
187,250,3.39
187,47,3.93
188,483,3.88
188,372,3.92
188,392,4.05
188,153,4.26
188,183,4.42
189,36,3.48
189,566,4.09
189,429,4.24
189,229,3.18
189,329,3.14
190,254,3.22
190,426,3.24
190,327,3.63
190,277,3.07
190,79,2.11
191,585,3.54
191,381,3.77
191,122,3.96
191,514,2.55
191,53,3.95
192,183,4.86
192,228,3.19
192,528,2.11
192,47,3.19
192,410,2.92
193,70,3.21
193,476,3.94
193,289,2.51
193,318,2.9
193,335,4.06
194,88,3.58
194,566,3.53
194,467,4.94
194,8,4.41
194,377,5.0
195,205,4.29
195,298,3.77
195,577,3.5
195,311,2.89
195,248,4.28
196,475,2.3
196,377,4.68
196,505,3.39
196,200,3.42
196,559,2.31
197,251,5.0
197,154,5.0
197,6,3.16
197,419,4.62
197,24,3.39
198,238,3.55
198,554,4.31
198,354,3.98
198,9,4.25
198,343,4.3
199,1,2.28
199,385,2.98
199,314,2.95
199,106,2.96
199,210,3.54
200,542,4.18
200,243,3.71
200,429,2.87
200,503,2.86
200,61,3.4
201,145,3.02
201,286,3.34
201,95,4.2
201,44,2.21
201,237,3.76
202,532,4.29
202,422,3.71
202,381,3.78
202,469,4.49
202,86,3.74
203,594,2.28
203,97,2.09
203,517,4.02
203,136,3.64
203,403,2.8
204,76,4.37
204,581,4.88
204,63,5.0
204,445,3.23
204,133,4.05
205,242,3.32
205,298,3.95
205,267,4.38
205,322,3.58
205,402,4.05
206,334,4.19
206,325,4.1
206,463,3.57
206,278,4.09
206,239,4.38
207,76,4.1
207,207,2.91
207,139,3.3
207,598,2.99
207,111,3.47
208,159,3.75
208,108,3.11
208,168,3.0
208,460,4.09
208,477,3.7
209,321,4.67
209,416,3.4
209,123,3.71
209,548,3.41
209,366,3.26
210,212,4.51
210,462,2.13
210,315,2.73
210,474,3.08
210,271,3.43
211,122,3.0
211,92,3.71
211,161,3.94
211,311,3.0
211,41,2.85
212,220,3.7
212,335,3.77
212,151,3.02
212,93,4.4
212,254,4.09
213,364,4.09
213,405,4.47
213,525,3.9
213,50,5.0
213,306,4.23
214,266,3.35
214,178,3.43
214,31,3.63
214,414,3.32
214,463,4.26
215,569,2.89
215,563,3.51
215,255,4.22
215,96,2.88
215,473,2.19
216,104,2.14
216,143,2.61
216,124,2.81
216,12,2.81
216,63,3.84
217,227,3.87
217,133,4.51
217,202,3.75
217,410,3.68
217,381,3.31
218,86,3.3
218,596,3.53
218,265,4.39
218,76,3.66
218,22,3.09
219,66,4.25
219,202,4.87
219,454,3.1
219,131,3.4
219,94,3.43
220,339,3.74
220,125,3.1
220,43,3.53
220,472,3.98
220,51,2.77
221,172,3.54
221,587,3.08
221,443,3.15
221,404,2.15
221,508,2.73
222,30,4.32
222,391,3.22
222,436,3.21
222,176,2.75
222,362,4.37
223,219,3.19
223,191,3.91
223,281,2.52
223,286,3.82
223,456,3.24
224,152,3.39
224,35,3.82
224,251,3.39
224,302,4.19
224,510,3.88
225,421,3.46
225,563,3.11
225,490,3.33
225,62,2.78
225,89,3.51
226,286,3.7
226,392,4.2
226,140,3.75
226,429,4.14
226,204,3.97
227,538,3.2
227,255,4.18
227,556,3.68
227,19,4.56
227,391,5.0
228,367,2.93
228,491,2.85
228,557,2.67
228,496,3.51
228,352,2.22
229,579,3.54
229,514,3.75
229,329,3.11
229,397,2.16
229,276,3.98
230,184,3.32
230,26,4.0
230,326,4.15
230,224,4.08
230,30,4.56
231,287,2.35
231,59,3.82
231,483,3.61
231,542,4.78
231,366,2.96
232,598,4.16
232,238,3.04
232,163,3.17
232,102,3.21
232,253,3.97
233,246,3.46
233,272,3.04
233,546,3.91
233,57,3.81
233,224,3.88
234,589,4.7
234,397,3.42
234,363,3.83
234,177,2.9
234,180,3.24
235,242,2.96
235,325,2.3
235,367,3.78
235,28,2.92
235,360,3.99
236,581,4.46
236,577,2.98
236,145,2.87
236,576,2.63
236,192,2.76
237,504,2.47
237,555,2.86
237,316,3.64
237,179,2.51
237,502,2.47
238,38,4.08
238,92,4.49
238,57,3.17
238,238,3.58
238,224,3.13
239,20,3.62
239,539,3.51
239,489,5.0
239,0,3.48
239,339,2.81
240,206,3.91
240,133,4.59
240,348,4.15
240,181,4.31
240,331,2.51
241,60,3.36
241,22,3.82
241,151,3.58
241,145,3.97
241,113,3.36
242,538,3.67
242,373,5.0
242,74,4.59
242,382,3.57
242,405,4.94
243,103,3.45
243,344,5.0
243,309,5.0
243,330,4.43
243,139,4.65
244,161,3.79
244,447,3.14
244,498,3.23
244,324,3.31
244,178,4.11
245,575,3.29
245,365,4.3
245,228,4.42
245,179,3.18
245,387,3.89
246,314,3.56
246,301,3.78
246,130,3.05
246,181,3.52
246,1,2.66
247,586,4.38
247,400,4.47
247,581,4.39
247,33,2.17
247,186,3.23
248,325,3.34
248,226,4.95
248,579,4.31
248,106,3.24
248,508,3.45
249,144,3.02
249,339,3.23
249,79,3.08
249,243,3.33
249,355,3.9
250,327,2.99
250,171,4.28
250,90,3.62
250,343,3.92
250,457,3.96
251,11,2.63
251,271,4.14
251,214,3.4
251,255,2.41
251,69,3.34
252,358,3.36
252,262,3.92
252,110,3.89
252,1,3.97
252,49,3.99
253,395,4.7
253,448,3.29
253,429,4.1
253,170,4.06
253,423,3.1
254,504,3.49
254,387,3.51
254,359,3.74
254,559,2.25
254,384,4.01
255,103,3.01
255,490,4.24
255,591,3.92
255,230,3.59
255,166,2.28
256,462,3.04
256,75,3.76
256,34,3.36
256,301,4.62
256,20,4.94
257,326,4.17
257,267,2.27
257,107,3.41
257,75,3.6
257,350,3.42
258,174,4.19
258,384,5.0
258,164,4.08
258,76,3.71
258,560,3.75
259,95,4.21
259,346,3.51
259,494,3.62
259,31,3.91
259,441,3.29
260,168,3.28
260,444,5.0
260,160,2.61
260,54,4.33
260,103,3.7
261,339,3.92
261,210,3.74
261,194,4.03
261,419,3.45
261,567,3.86
262,553,4.73
262,271,4.56
262,288,4.28
262,304,4.2
262,243,2.89
263,98,3.27
263,50,4.25
263,402,3.0
263,585,3.08
263,562,4.09
264,502,2.95
264,157,3.47
264,55,4.05
264,369,3.59
264,3,3.75
265,437,3.46
265,89,2.96
265,301,4.37
265,491,2.84
265,204,3.37
266,99,3.22
266,26,2.86
266,211,2.91
266,174,2.13
266,298,3.21
267,83,4.47
267,484,3.43
267,118,4.82
267,315,2.44
267,407,5.0
268,482,2.29
268,500,3.34
268,271,3.51
268,93,4.55
268,557,3.13
269,396,3.87
269,189,3.33
269,379,4.01
269,390,4.46
269,378,3.16
270,191,3.72
270,456,2.44
270,45,2.19
270,269,3.94
270,450,3.91
271,476,3.29
271,269,3.79
271,231,3.39
271,275,2.83
271,577,4.04
272,63,4.27
272,154,4.11
272,99,3.12
272,87,3.88
272,352,4.2
273,554,4.35
273,423,3.72
273,232,4.48
273,566,3.5
273,62,2.34
274,396,4.03
274,535,4.01
274,428,3.37
274,548,4.37
274,486,5.0
275,586,2.05
275,241,3.69
275,487,3.0
275,306,2.82
275,80,4.08
276,404,2.57
276,35,3.53
276,514,2.42
276,584,2.12
276,529,4.16
277,585,4.66
277,150,2.79
277,123,4.09
277,459,3.35
277,177,3.52
278,171,5.0
278,216,3.15
278,197,5.0
278,129,4.47
278,43,4.25
279,433,3.63
279,80,3.23
279,445,3.48
279,206,3.38
279,151,4.29
280,264,3.14
280,327,3.28
280,68,3.94
280,89,2.94
280,397,2.92
281,569,2.24
281,406,3.3
281,565,3.21
281,333,2.9
281,282,3.23
282,532,4.59
282,469,4.53
282,12,4.54
282,535,3.32
282,429,3.59
283,115,3.37
283,424,4.21
283,153,3.09
283,151,3.92
283,580,2.6
284,596,3.18
284,102,3.05
284,108,3.43
284,576,3.82
284,103,3.52
285,292,3.18
285,548,3.34
285,352,4.04
285,420,4.0
285,270,3.64
286,392,4.03
286,497,3.98
286,585,2.83
286,484,3.98
286,38,3.48
287,176,2.59
287,282,2.91
287,412,3.11
287,147,2.85
287,411,3.43
288,39,3.81
288,405,3.21
288,339,2.77
288,243,2.83
288,50,4.09
289,486,3.66
289,275,2.95
289,381,3.86
289,20,5.0
289,345,3.76
290,310,3.2
290,318,3.62
290,287,3.24
290,503,3.53
290,100,3.98
291,233,2.49
291,137,3.7
291,307,2.75
291,453,3.86
291,328,3.53
292,275,5.0
292,426,2.7
292,91,3.16
292,192,5.0
292,452,3.31
293,216,3.37
293,416,3.2
293,496,3.68
293,528,3.08
293,382,3.42
294,57,2.73
294,527,2.2
294,162,2.46
294,67,1.82
294,318,2.77
295,518,3.94
295,413,2.75
295,138,2.22
295,536,3.83
295,582,3.63
296,29,4.13
296,177,3.5
296,197,4.32
296,205,3.84
296,59,4.32
297,255,2.53
297,33,3.82
297,467,3.61
297,51,2.86
297,369,3.6
298,203,3.44
298,280,4.37
298,377,4.28
298,475,3.99
298,517,3.71
299,406,2.93
299,126,3.95
299,31,4.82
299,247,4.29
299,381,3.85
300,500,3.32
300,456,2.79
300,181,3.37
300,485,3.88
300,564,3.56
301,358,2.86
301,352,3.1
301,167,4.24
301,264,5.0
301,92,3.67
302,291,2.31
302,28,3.83
302,395,3.73
302,50,4.3
302,166,3.95
303,585,3.56
303,219,2.63
303,226,4.38
303,230,3.04
303,211,3.47
304,275,4.07
304,419,4.25
304,525,2.2
304,20,4.42
304,9,3.84
305,485,3.55
305,135,2.46
305,177,2.03
305,8,3.25
305,229,2.75
306,258,3.86
306,312,3.33
306,281,3.15
306,433,3.93
306,385,3.24
307,357,4.05
307,470,3.87
307,258,3.45
307,223,2.39
307,477,2.48
308,309,2.72
308,533,4.35
308,406,2.55
308,598,3.45
308,104,3.57
309,7,3.57
309,523,4.13
309,383,4.4
309,574,3.65
309,289,3.37
310,305,3.26
310,110,3.25
310,493,4.75
310,65,2.71
310,344,4.02
311,283,2.74
311,332,3.65
311,267,3.02
311,305,2.58
311,192,2.69
312,153,3.94
312,529,4.59
312,246,4.06
312,58,3.94
312,413,4.75
313,327,3.83
313,143,3.31
313,26,3.28
313,509,3.1
313,302,3.38
314,265,3.94
314,428,4.16
314,414,4.59
314,397,2.48
314,36,3.09
315,597,2.69
315,585,2.54
315,194,3.92
315,351,3.16
315,227,3.72
316,547,4.46
316,487,3.46
316,367,3.44
316,519,3.4
316,307,3.65
317,174,3.62
317,571,4.7
317,185,4.48
317,300,4.19
317,99,3.43
318,482,2.68
318,131,3.38
318,264,2.88
318,572,3.38
318,187,3.56
319,343,5.0
319,91,3.56
319,227,5.0
319,363,3.97
319,228,4.66
320,314,2.46
320,430,1.86
320,339,3.65
320,380,2.11
320,266,2.79
321,599,4.69
321,301,3.53
321,474,4.58
321,120,4.26
321,481,3.3
322,54,4.18
322,597,2.84
322,594,3.89
322,72,3.1
322,483,3.1
323,199,2.81
323,512,2.62
323,122,2.54
323,390,4.12
323,542,3.84
324,305,2.67
324,423,2.34
324,55,3.75
324,154,3.82
324,140,4.12
325,205,3.33
325,350,3.55
325,419,3.51
325,583,3.31
325,468,4.59
326,146,3.3
326,323,2.25
326,184,4.36
326,82,3.52
326,499,4.45
327,340,3.91
327,181,2.76
327,320,3.85
327,59,3.22
327,4,3.8
328,462,3.23
328,280,4.03
328,214,3.59
328,172,2.81
328,590,3.14
329,162,2.78
329,501,2.98
329,90,3.79
329,132,3.47
329,444,3.15
330,439,3.51
330,413,3.52
330,488,3.47
330,392,3.45
330,4,2.76
331,38,2.7
331,546,3.16
331,204,4.23
331,382,3.36
331,14,3.67
332,329,2.97
332,543,3.58
332,195,2.98
332,18,2.91
332,4,4.32
333,254,3.95
333,231,4.97
333,352,5.0
333,319,5.0
333,132,4.89
334,105,3.74
334,392,4.96
334,515,4.3
334,313,3.04
334,171,3.16
335,66,2.98
335,46,4.17
335,305,2.81
335,297,3.69
335,466,2.7
336,532,3.91
336,536,3.95
336,345,3.72
336,444,5.0
336,137,3.68
337,350,2.27
337,501,3.32
337,367,3.75
337,192,3.87
337,168,2.94
338,413,4.25
338,19,4.61
338,233,4.02
338,229,4.25
338,134,2.49
339,216,3.29
339,22,3.6
339,516,4.14
339,173,3.36
339,126,4.01
340,375,3.23
340,38,3.17
340,384,3.39
340,261,2.67
340,547,3.67
341,49,4.02
341,110,4.73
341,20,3.76
341,118,4.43
341,426,2.92
342,454,4.28
342,389,3.92
342,126,3.06
342,560,2.82
342,258,4.84
343,485,3.69
343,156,4.06
343,210,2.69
343,9,2.72
343,308,3.31
344,430,5.0
344,103,2.96
344,532,4.44
344,276,2.94
344,140,3.19
345,428,3.44
345,107,4.2
345,523,4.28
345,120,3.62
345,289,4.2
346,116,2.49
346,108,3.19
346,509,2.4
346,203,3.66
346,204,2.21
347,269,4.27
347,535,4.66
347,206,4.35
347,366,4.25
347,419,3.14
348,302,2.78
348,164,3.48
348,40,2.74
348,561,3.09
348,508,3.48
