User_ID,Age,Skin_Type,Skin_Tone,Climate,Diet,Hormonal_Status,Budget_Level,Acne_Severity,Dryness_Severity,Pigmentation_Severity,Aging_Severity,Sensitivity_Severity
139,38,Sensitive,Dusky,Humid,High_Sugar,PCOS,Low,3.536278731974493,0.0,5.443971593708346,0.8999999999999999,5.829542406129818
140,29,Oily,Medium,Cold,Vegan,Pregnant,Low,5.630430257164705,2.4023355682034233,0.0,0.0,0.0
141,46,Normal,Very_Fair,Humid,High_Dairy,Stable,Low,0.0,0.0,0.0,3.3,0.0
142,46,Oily,Very_Fair,Cold,Junk_Food,Pregnant,Low,10.0,2.2743242301430246,0.0,3.3,0.0
143,38,Dry,Fair,Cold,High_Sugar,PCOS,High,3.7575229822506926,9.307023803711202,0.0,0.8999999999999999,0.0
144,26,Sensitive,Fair,Humid,Balanced,Pregnant,High,0.0,0.0,0.0,0.0,5.377617990188934
145,16,Sensitive,Fair,Temperate,Balanced,Pregnant,Medium,0.0,0.0,0.0,0.0,5.3100810529272815
146,17,Combination,Deep,Humid,Vegan,Stable,Medium,0.0,0.0,3.285429129368617,0.0,0.0
147,31,Dry,Deep,Cold,Balanced,Pregnant,High,0.0,10.0,3.60242262003708,0.0,0.0
148,16,Normal,Medium,Temperate,Vegan,PCOS,High,0.0,0.0,0.0,0.0,0.0
149,16,Combination,Deep,Temperate,High_Dairy,PCOS,Medium,0.0,0.0,5.798022694338892,0.0,0.0
150,42,Dry,Fair,Humid,Vegan,Pregnant,High,0.0,7.759256340502707,0.0,2.1,0.0
151,37,Combination,Dusky,Temperate,High_Sugar,Stable,High,3.7701295099008165,0.0,3.446456350942652,0.6,0.0
152,46,Oily,Fair,Temperate,Balanced,Stable,High,5.573977952291269,0.0,0.0,3.3,0.0
153,47,Dry,Medium,Humid,High_Sugar,Pregnant,Medium,3.6935054041656,7.703944063706081,0.0,3.5999999999999996,0.0
154,15,Normal,Dusky,Dry,Balanced,Stable,Medium,0.0,0.0,5.815760385813264,0.0,0.0
155,33,Normal,Deep,Temperate,Balanced,Pregnant,Low,0.0,0.0,3.440690557043259,0.0,0.0
156,16,Dry,Dusky,Humid,Vegan,Pregnant,Medium,0.0,6.078053938862589,5.749681647256556,0.0,0.0
157,40,Combination,Medium,Humid,Junk_Food,Teen,Low,7.81917835554569,0.0,0.0,1.5,0.0
158,46,Sensitive,Deep,Dry,Balanced,Pregnant,High,0.0,0.0,3.8880420407974503,3.3,5.009199258449339
159,20,Dry,Very_Fair,Temperate,Balanced,Stable,Low,0.0,7.448639548647188,0.0,0.0,0.0
160,46,Normal,Fair,Cold,Junk_Food,PCOS,High,3.9800188315693807,3.8150748341357064,0.0,3.3,0.0
161,18,Oily,Fair,Cold,High_Sugar,Pregnant,Low,7.663658460123429,2.6224557942376236,0.0,0.0,0.0
162,25,Normal,Medium,Temperate,Balanced,Teen,High,4.491201365829152,0.0,0.0,0.0,0.0
163,31,Sensitive,Medium,Temperate,Vegan,Teen,Medium,4.4741432952380205,0.0,0.0,0.0,5.555013508501564
164,38,Normal,Fair,Humid,Junk_Food,Teen,Low,6.571544751921922,0.0,0.0,0.8999999999999999,0.0
165,19,Sensitive,Dusky,Humid,Junk_Food,Teen,Low,6.436322359301808,0.0,3.878366592077377,0.0,6.594647517975528
166,48,Dry,Very_Fair,Cold,Balanced,Stable,High,0.0,10.0,0.0,3.9,0.0
167,20,Normal,Very_Fair,Temperate,High_Sugar,PCOS,High,3.9346117997514014,0.0,0.0,0.0,0.0
168,36,Combination,Medium,Humid,High_Sugar,Pregnant,Medium,2.3306071979335847,0.0,0.0,0.3,0.0
169,25,Combination,Medium,Cold,High_Dairy,Pregnant,Low,0.0,2.7205973264394214,0.0,0.0,0.0
170,30,Normal,Dusky,Cold,High_Dairy,PCOS,Medium,0.0,2.9412547250245122,3.122953321585869,0.0,0.0
171,47,Normal,Medium,Dry,Vegan,Pregnant,Medium,0.0,0.0,0.0,3.5999999999999996,0.0
172,23,Oily,Very_Fair,Temperate,Balanced,Pregnant,Medium,7.193447342330282,0.0,0.0,0.0,0.0
173,20,Normal,Fair,Dry,High_Sugar,Teen,High,8.443002022773559,0.0,0.0,0.0,0.0
174,30,Oily,Very_Fair,Humid,High_Dairy,Teen,Medium,9.981156336385073,0.0,0.0,0.0,0.0
175,43,Oily,Dusky,Humid,Balanced,Stable,Medium,8.107189726438861,0.0,3.7585371356585413,2.4,0.0
176,17,Oily,Fair,Cold,Balanced,PCOS,High,7.1138900324337095,2.733443199329696,0.0,0.0,0.0
177,34,Oily,Fair,Humid,High_Sugar,Stable,High,8.700974904083518,0.0,0.0,0.0,0.0
178,33,Dry,Very_Fair,Dry,Balanced,Pregnant,Medium,0.0,7.220668905310598,0.0,0.0,0.0
179,40,Combination,Fair,Temperate,Junk_Food,Teen,Low,5.2255687309798855,0.0,0.0,1.5,0.0
180,17,Oily,Fair,Cold,High_Dairy,Teen,Low,9.612924248068115,3.8338274779190806,0.0,0.0,0.0
181,33,Combination,Medium,Cold,Vegan,Teen,High,3.8929912569533656,3.9489240769762,0.0,0.0,0.0
182,34,Oily,Fair,Humid,High_Dairy,PCOS,Medium,7.3626060650352105,0.0,0.0,0.0,0.0
183,46,Combination,Dusky,Cold,Balanced,Pregnant,Low,0.0,3.610980086200925,5.502454398876875,3.3,0.0
184,21,Normal,Fair,Cold,Junk_Food,PCOS,Low,3.4780076091202554,3.3398299449434035,0.0,0.0,0.0
185,47,Normal,Medium,Temperate,High_Dairy,Teen,Medium,3.2537449755094023,0.0,0.0,3.5999999999999996,0.0
186,32,Combination,Deep,Cold,High_Sugar,PCOS,Low,3.1345522904100402,2.3874333472657976,4.854739939150324,0.0,0.0
187,15,Oily,Deep,Temperate,Junk_Food,Teen,Low,10.0,0.0,3.398383655378745,0.0,0.0
188,25,Dry,Dusky,Dry,High_Dairy,PCOS,High,0.0,8.072723404846187,5.850138924191632,0.0,0.0
189,42,Combination,Dusky,Cold,Balanced,PCOS,Low,0.0,3.8357616748343,5.503278750910932,2.1,0.0
190,39,Sensitive,Fair,Dry,High_Sugar,Teen,Low,4.854134350786769,0.0,0.0,1.2,5.444865394161827
191,37,Dry,Fair,Temperate,Balanced,Pregnant,High,0.0,8.780803382510722,0.0,0.6,0.0
192,45,Sensitive,Deep,Cold,Balanced,Pregnant,Low,0.0,3.4977796310913933,4.595353908990821,3.0,7.93820070626305
193,44,Combination,Deep,Humid,High_Sugar,PCOS,High,2.3894375306820743,0.0,4.92471575339672,2.6999999999999997,0.0
194,49,Oily,Very_Fair,Humid,Junk_Food,Teen,Medium,10.0,0.0,0.0,4.2,0.0
195,21,Sensitive,Deep,Cold,High_Dairy,Stable,Low,0.0,2.4707723373199446,5.03134426724394,0.0,6.254722131020914
196,30,Combination,Deep,Temperate,Junk_Food,PCOS,Low,2.047100193958103,0.0,5.852355669221829,0.0,0.0
197,40,Dry,Dusky,Humid,High_Sugar,Stable,High,3.002838314544882,8.116901639103835,3.5907899705340958,1.5,0.0
198,16,Oily,Very_Fair,Dry,High_Dairy,Teen,Low,10.0,0.0,0.0,0.0,0.0
199,15,Sensitive,Very_Fair,Temperate,High_Sugar,Pregnant,Low,3.1818650466377907,0.0,0.0,0.0,6.480052615648993
200,26,Combination,Fair,Temperate,Vegan,Pregnant,High,0.0,0.0,0.0,0.0,0.0
201,19,Oily,Fair,Cold,Vegan,Teen,Low,9.793207934231699,3.8253727370254507,0.0,0.0,0.0
202,46,Oily,Very_Fair,Dry,Junk_Food,PCOS,High,8.172973294082855,0.0,0.0,3.3,0.0
203,23,Normal,Very_Fair,Temperate,High_Sugar,Pregnant,Low,3.8600917757110818,0.0,0.0,0.0,0.0
204,49,Oily,Fair,Cold,High_Dairy,PCOS,Medium,6.030295425212277,3.7249694377795386,0.0,4.2,0.0
205,33,Combination,Dusky,Dry,Junk_Food,Pregnant,High,3.5450256149924737,0.0,4.145830852675395,0.0,0.0
206,30,Dry,Dusky,Temperate,Vegan,Pregnant,Medium,0.0,6.762006018867297,5.27696572366809,0.0,0.0
207,17,Normal,Dusky,Humid,Vegan,PCOS,Medium,0.0,0.0,4.7927960728501615,0.0,0.0
208,34,Combination,Dusky,Dry,Vegan,Teen,High,2.7621210493190698,0.0,5.672638398261391,0.0,0.0
209,38,Combination,Fair,Temperate,Junk_Food,PCOS,Medium,3.4419648355059658,0.0,0.0,0.8999999999999999,0.0
210,47,Combination,Medium,Dry,High_Dairy,Stable,Low,0.0,0.0,0.0,3.5999999999999996,0.0
211,38,Sensitive,Deep,Humid,Vegan,Pregnant,High,0.0,0.0,5.727834392069092,0.8999999999999999,6.3124111608929985
212,25,Sensitive,Deep,Temperate,Junk_Food,Pregnant,Low,2.2563990284254825,0.0,5.772226084770055,0.0,6.80427809169127
213,22,Dry,Deep,Humid,Junk_Food,PCOS,Medium,3.2121190009415397,7.752796323869147,4.417179067589126,0.0,0.0
214,34,Combination,Deep,Cold,Balanced,Teen,High,2.7651292394309768,3.2260437560418405,5.155808232920342,0.0,0.0
215,49,Sensitive,Fair,Cold,Balanced,Pregnant,Medium,0.0,3.833086370046281,0.0,4.2,5.216443124194547
216,39,Sensitive,Medium,Temperate,High_Dairy,Stable,Low,0.0,0.0,0.0,1.2,5.7641285976574705
217,49,Sensitive,Fair,Temperate,Vegan,Stable,High,0.0,0.0,0.0,4.2,7.3300573602665
218,39,Dry,Medium,Dry,Balanced,PCOS,Medium,0.0,8.325452080451798,0.0,1.2,0.0
219,43,Dry,Fair,Temperate,High_Dairy,Pregnant,High,0.0,6.63610351837726,0.0,2.4,0.0
220,32,Combination,Very_Fair,Cold,Balanced,Teen,Medium,2.5541530366291836,2.7342804185189005,0.0,0.0,0.0
221,32,Normal,Medium,Temperate,Vegan,Teen,Low,2.18874609525447,0.0,0.0,0.0,0.0
222,16,Combination,Deep,Dry,Junk_Food,PCOS,High,3.4607215710727877,0.0,5.009426175314659,0.0,0.0
223,49,Sensitive,Medium,Cold,Vegan,Pregnant,Medium,0.0,3.7174509886664,0.0,4.2,6.29014744131679
224,30,Sensitive,Dusky,Temperate,Balanced,Teen,Medium,3.9102080271191957,0.0,5.861848466337138,0.0,7.876406943876024
225,47,Oily,Medium,Humid,Vegan,PCOS,Low,5.284310456615017,0.0,0.0,3.5999999999999996,0.0
226,18,Combination,Dusky,Humid,Junk_Food,Pregnant,High,2.003768689901661,0.0,5.879953185090052,0.0,0.0
227,47,Sensitive,Dusky,Humid,High_Sugar,Teen,Medium,7.171834826679399,0.0,5.737791474115953,3.5999999999999996,6.299463797310129
228,28,Sensitive,Very_Fair,Humid,Junk_Food,Stable,Low,2.8813065638962128,0.0,0.0,0.0,5.500944712767609
229,35,Normal,Medium,Dry,Balanced,Pregnant,High,0.0,0.0,0.0,0.0,0.0
230,34,Oily,Very_Fair,Humid,Junk_Food,PCOS,Medium,10.0,0.0,0.0,0.0,0.0
231,22,Combination,Deep,Humid,High_Dairy,Teen,Medium,2.5408077418746533,0.0,4.679376043703657,0.0,0.0
232,21,Dry,Medium,Temperate,Vegan,Teen,High,2.9844918151683535,6.441545909419578,0.0,0.0,0.0
233,17,Combination,Fair,Humid,High_Sugar,PCOS,High,2.3637388947895976,0.0,0.0,0.0,0.0
234,31,Combination,Fair,Humid,High_Sugar,Pregnant,Medium,3.1185143156204047,0.0,0.0,0.0,0.0
235,47,Normal,Fair,Temperate,Vegan,Pregnant,Low,0.0,0.0,0.0,3.5999999999999996,0.0
